header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Other space inside the building,Plot size,Volume in cubic meters,Number of rooms,Number of stories,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Back garden,Garden location,Type of parking facilities,error
Schoolstraat 61,6102 AD Echt        ,https://www.funda.nl/en/koop/echt/huis-42514961-schoolstraat-61/?navigateSource=resultlist,20220127_201707,"€ 209,000 kosten koper","€ 2,375    Keep in mind, this house has a large plot sizeThe asking price per m² (€ 209,000) is calculated by dividing the asking price of the home by the living area (88 m²). Plot size and outbuildings aren't taken into account into this calculation.Because of the large plot size, the asking price per m² is less suited for comparisons between houses in this situation and we advise you to consult a real estate agent for further interpretation.  ",2 months,Sold under reservation,Available in consultation,"Single-family home, double house",Resale property,1966,Gable roof covered with roof tiles,Living area88 m²Other space inside the building14 m²,88 m²,14 m²,362 m²,335 m³,4 rooms (2 bedrooms),"2 stories, a/an attic and a basement",G            3.00What does this mean?,Double glazing,CH boiler,CH boiler,"Nefit HR (gas-fired combination boiler from 2010, in ownership)",362 m²,Full ownership,"Alongside a quiet road, sheltered location and in residential district",Back garden,"235 m² (24,5 meter deep and 9,6 meter broad)",Located at the east accessible via the rear,Public parking,no
