header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Other space inside the building,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Facilities,Energy label,Heating,Hot water,CH boiler,Area,Ownership situation,Garden,Back garden,Garden location,Shed / storage,Facilities.1,Insulation,Type of parking facilities,error
Zonnebloemstraat 7,8012 XH Zwolle        ,https://www.funda.nl/en/koop/zwolle/huis-88037953-zonnebloemstraat-7/?navigateSource=resultlist,20220129_181931,"€ 289,000 kosten koper","€ 4,188    The asking price per m² (€ 289,000) is calculated by dividing the asking price of the home by the living area (69 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 17, 2022",Under offer,Available in consultation,"Single-family home, row house",Resale property,1941,Combination roof covered with asphalt roofing and roof tiles,Living area69 m²Other space inside the building3 m²External storage space10 m²,69 m²,3 m²,10 m²,137 m²,278 m³,4 rooms (3 bedrooms),1 separate toilet,2 stories and a attic,TV via cable,D        What does this mean?,CH boiler,CH boiler,"Intergas (gas-fired combination boiler from 2008, in ownership)",137 m²,Full ownership,Back garden and front garden,"79 m² (17,5 meter deep and 4,5 meter broad)",Located at the northeast accessible via the rear,Detached brick storage,Electricity,No insulation,Public parking,no
