header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Type of roof,Quality marks,Areas,Living area,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Provisional energy label,Insulation,Heating,Location,Type of parking facilities,error
Eindhoven - Donna - Type A' - 7.13 (Bouwnr. 7.13),5617 AB Eindhoven        ,https://www.funda.nl/en/koop/eindhoven/appartement-41132351-eindhoven-donna-type-a-713-bouwnr-713/?navigateSource=resultlist,20220201_002321,"€ 339,500 vrij op naam","€ 5,067    The asking price per m² (€ 339,500) is calculated by dividing the asking price of the home by the living area (67 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6+ months,Under option,Available in consultation,Apartment with shared street entrance (apartment),New property,2021,Flat roof,Woningborg garantiecertificaat,Living area67 m²,67 m²,202 m³,1 room,1 bathroom and 1 separate toilet,Shower,1 story,7th floor,A        What does this mean?,Completely insulated,District heating and complete floor heating,In center,Paid parking,no
