header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Other space inside the building,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Fees,Location,Garden,Back garden,Shed / storage,Type of parking facilities,error
Furkabaan 679,3524 ZG Utrecht        ,https://www.funda.nl/en/koop/utrecht/huis-42425307-furkabaan-679/?navigateSource=resultlist,20220131_164727,"€ 579,000 kosten koper","€ 5,124    The asking price per m² (€ 579,000) is calculated by dividing the asking price of the home by the living area (113 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",4 months,Available,Available in consultation,"Single-family home, row house",Resale property,1984,Gable roof,Living area113 m²Other space inside the building7 m²,113 m²,7 m²,155 m²,389 m³,5 rooms (4 bedrooms),1 bathroom and 1 separate toilet,Bath and toilet,3 stories,Mechanical ventilation,C        What does this mean?,"Roof insulation, partly double glazed, insulated walls and floor insulation",CH boiler,CH boiler,"Gas-fired combination boiler, in ownership",155 m²,Municipal ownership encumbered with long-term leaset,Bought off for eternity,In residential district and unobstructed surrounding view,Back garden and front garden,65 m² (13 meter deep and 5 meter broad),Attached brick storage,Public parking,no
