header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Construction period,Type of roof,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Energy label,Heating,Hot water,CH boiler,Area,Ownership situation,Fees,Garden,Shed / storage,Facilities,Insulation,Type of parking facilities,error
Lotsydreef 47,3562 BE Utrecht        ,https://www.funda.nl/en/koop/utrecht/huis-88917132-lotsydreef-47/?navigateSource=resultlist,20220130_140714,"€ 325,000 kosten koper","€ 4,114    The asking price per m² (€ 325,000) is calculated by dividing the asking price of the home by the living area (79 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",3 months,Sold under reservation,Available in consultation,"Single-family home, row house",Resale property,1960-1970,Flat roof covered with asphalt roofing,Living area79 m²External storage space6 m²,79 m²,6 m²,120 m²,265 m³,4 rooms (3 bedrooms),1 separate toilet,2 stories,D        What does this mean?,CH boiler,CH boiler,"Combi (gas-fired from 2015, in ownership)",120 m²,Municipal ownership encumbered with long-term leaset,Bought off for eternity,Back garden and front garden,Detached brick storage,Electricity,No insulation,Public parking,no
