header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Type of roof,Quality marks,Areas,Living area,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Facilities,Provisional energy label,Insulation,Heating,Hot water,Location,Garden,Back garden,Garden location,Shed / storage,Facilities.1,Type of garage,Type of parking facilities,error
Isabellakade 3,4811 JX Breda        ,https://www.funda.nl/en/koop/breda/appartement-41063510-isabellakade-3/?navigateSource=resultlist,20220129_003800,"€ 605,000 vrij op naam","€ 4,088    The asking price per m² (€ 605,000) is calculated by dividing the asking price of the home by the living area (148 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6+ months,Sold under reservation,Available in consultation,Ground-floor apartment,New property,2023,Flat roof,SWK garantiecertificaat,Living area148 m²External storage space5 m²,148 m²,5 m²,488 m³,4 rooms (3 bedrooms),2 bathrooms and 2 separate toilets,Bath,2 stories,Ground floor,Balanced ventilation system and solar panels,A        What does this mean?,Energy efficient window and completely insulated,District heating,District heating,In center,Back garden,"69 m² (13,2 meter deep and 5,3 meter broad)",Located at the east accessible via the rear,Built-in,Electricity,Underground parking,Parking garage,no
