header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Service charges,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Areas,Living area,Other space inside the building,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Energy label,Ownership situation,Location,Balcony/roof garden,Shed / storage,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Adelaartlaan 40,5665 CP Geldrop        ,https://www.funda.nl/en/koop/geldrop/appartement-42520864-adelaartlaan-40/?navigateSource=resultlist,20220129_082748,"€ 285,000 kosten koper","€ 2,375    The asking price per m² (€ 285,000) is calculated by dividing the asking price of the home by the living area (120 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",€ 325 per month,2 months,Sold under reservation,Available in consultation,Apartment with shared street entrance (apartment),Resale property,1975,Living area120 m²Other space inside the building27 m²External storage space8 m²,120 m²,27 m²,8 m²,387 m³,5 rooms (4 bedrooms),2 bathrooms,"Bath, shower and 2 toilets",6 stories,2nd floor,F            2.41What does this mean?,Full ownership,"Alongside a quiet road, in residential district and unobstructed surrounding view",Balcony present,Built-in,Yes,Yes,Yes,Yes,Yes,Yes,no
