header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Areas,Living area,Exterior space attached to the building,External storage space,Volume in cubic meters,Number of rooms,Number of stories,Located at,Energy label,Insulation,Heating,Ownership situation,Balcony/roof garden,Shed / storage,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Humberdreef 34,3562 HG Utrecht        ,https://www.funda.nl/en/koop/utrecht/appartement-88027510-humberdreef-34/?navigateSource=resultlist,20220131_155717,"€ 330,000 kosten koper","€ 4,074    The asking price per m² (€ 330,000) is calculated by dividing the asking price of the home by the living area (81 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",3 weeks,Under offer,Available in consultation,€ 138.00 per month,Galleried apartment (apartment),Resale property,1998,Living area81 m²Exterior space attached to the building6 m²External storage space17 m²,81 m²,6 m²,17 m²,241 m³,4 rooms (3 bedrooms),1 story,3rd floor,B        What does this mean?,Double glazing and insulated walls,District heating,Full ownership,Balcony present,Storage box,Parking on gated property and parking garage,Yes,Yes,Yes (€ 138.00 per month),Yes,Yes,Yes,no
