header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,Area,Ownership situation,Location,Garden,Back garden,Garden location,Balcony/roof garden,Shed / storage,Facilities.1,Type of parking facilities,error
Ballangéelaan 90,2497 AB Den Haag        ,https://www.funda.nl/en/koop/den-haag/huis-42683925-ballangeelaan-90/?navigateSource=resultlist,20220131_225435,"€ 450,000 kosten koper","€ 2,885    The asking price per m² (€ 450,000) is calculated by dividing the asking price of the home by the living area (156 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 27, 2022",Available,Available in consultation,"Single-family home, row house",Resale property,2000,Living area156 m²External storage space8 m²,156 m²,8 m²,147 m²,543 m³,6 rooms (4 bedrooms),1 bathroom and 1 separate toilet,Shower and toilet,3 stories,"Skylight, optical fibre, mechanical ventilation and TV via cable",B            1.28What does this mean?,Completely insulated,District heating,District heating,147 m²,Full ownership,"Alongside a quiet road, in residential district and unobstructed surrounding view",Back garden and front garden,"60 m² (11,3 meter deep and 5,3 meter broad)",Located at the southeast accessible via the rear,French balcony present,Detached wooden storage,Electricity,Public parking,no
