header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,Other space inside the building,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Energy label,Insulation,Heating,Hot water,CH boiler,Ownership situation,Location,Shed / storage,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Kerkplein 4 E,6131 ES Sittard        ,https://www.funda.nl/en/koop/sittard/appartement-88935927-kerkplein-4-e/?navigateSource=resultlist,20220128_022923,"€ 425,000 kosten koper","€ 3,632    The asking price per m² (€ 425,000) is calculated by dividing the asking price of the home by the living area (117 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",3 months,Available,Available in consultation,Upstairs apartment,Resale property,1725,Gable roof covered with asphalt roofing and roof tiles,Living area117 m²Other space inside the building5 m²,117 m²,5 m²,425 m³,7 rooms (2 bedrooms),1 bathroom and 2 separate toilets,"Bath, shower and toilet",2 stories,G        What does this mean?,Roof insulation and mostly double glazed,CH boiler,CH boiler,"Gas-fired combination boiler, in ownership",Full ownership,In center,Built-in,Resident's parking permits,No,No,No,No,No,No,no
