header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Back garden,Garden location,Shed / storage,error
Schweitzerstraat 8,9402 CC Assen        ,https://www.funda.nl/en/koop/assen/huis-42548937-schweitzerstraat-8/?navigateSource=resultlist,20220128_043933,"€ 198,500 kosten koper","€ 2,647    The asking price per m² (€ 198,500) is calculated by dividing the asking price of the home by the living area (75 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",7 weeks,Sold under reservation,Available in consultation,"Single-family home, row house",Resale property,1961,Gable roof covered with roof tiles,Living area75 m²,75 m²,132 m²,330 m³,4 rooms (3 bedrooms),1 bathroom and 1 separate toilet,Shower,2 stories and a loft,C        What does this mean?,Double glazing,CH boiler,CH boiler,"HR combi (gas-fired combination boiler, in ownership)",132 m²,Full ownership,Alongside a quiet road,Back garden and front garden,40 m² (8 meter deep and 5 meter broad),Located at the northeast accessible via the rear,Attached brick storage,no
