header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Provisional energy label,Balcony/roof garden,Type of parking facilities,error
Anna Bijnsstraat (Bouwnr. 15),4532 CV Terneuzen        ,https://www.funda.nl/en/koop/terneuzen/appartement-87263048-anna-bijnsstraat-bouwnr-15/?navigateSource=resultlist,20220129_202840,"€ 240,570 vrij op naam","€ 3,759    The asking price per m² (€ 240,570) is calculated by dividing the asking price of the home by the living area (64 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6+ months,Sold under reservation,Available in consultation,Apartment with shared street entrance (apartment),New property,2020,Flat roof covered with asphalt roofing,Living area64 m²,64 m²,225 m³,3 rooms (2 bedrooms),1 bathroom and 1 separate toilet,Shower,1 story,1st floor,A        What does this mean?,Balcony present,Parking on gated property and public parking,no
