header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Areas,Living area,Exterior space attached to the building,External storage space,Volume in cubic meters,Number of rooms,Number of stories,Located at,Provisional energy label,Hot water,Shed / storage,Type of parking facilities,error
"Zuidrand Goirle, Van Besouw (BNR 106) (Bouwnr. 106)",5051 LA Goirle        ,https://www.funda.nl/en/koop/goirle/appartement-41246947-zuidrand-goirle-van-besouw-bnr-106-bouwnr-106/?navigateSource=resultlist,20220128_055314,"€ 535,000 vrij op naam","€ 4,864    The asking price per m² (€ 535,000) is calculated by dividing the asking price of the home by the living area (110 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6+ months,Available,Available in consultation,Galleried apartment,New property,After 2020,Living area110 m²Exterior space attached to the building9 m²External storage space5 m²,110 m²,9 m²,5 m²,330 m³,3 rooms (2 bedrooms),4 stories,1st floor,A        What does this mean?,Geothermal heating and electrical boiler,Built-in,Parking garage,no
