header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Type apartment,Area,Number of rooms,Volume in cubic meters,Provisional energy label,Building type,Year of construction,error
Strevelsweg 347,3073 DZ Rotterdam        ,https://www.funda.nl/en/koop/rotterdam/appartement-88863057-strevelsweg-347/?navigateSource=resultlist,20220126_164258,"€ 200,000 kosten koper","€ 3,333    The asking price per m² (€ 200,000) is calculated by dividing the asking price of the home by the living area (60 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",5 months,Apartment with shared street entrance (apartment),60 m² residential surface area,3 rooms (2 bedrooms),202 m³,G        What does this mean?,Resale property,1938,no
