header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Specific,Type of roof,Areas,Living area,Other space inside the building,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Side garden,Garden location,Shed / storage,Type of parking facilities,error
Knoppertkamp 40,8014 CD Zwolle        ,https://www.funda.nl/en/koop/zwolle/huis-42683728-knoppertkamp-40/?navigateSource=resultlist,20220130_125952,"€ 390,000 kosten koper","€ 3,071    The asking price per m² (€ 390,000) is calculated by dividing the asking price of the home by the living area (127 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 27, 2022",Available,Available in consultation,"Single-family home, corner house",Resale property,1979,Partly furnished with carpets and curtains,Combination roof covered with roof tiles,Living area127 m²Other space inside the building8 m²,127 m²,8 m²,163 m²,478 m³,5 rooms (4 bedrooms),1 bathroom and 1 separate toilet,"Bath, shower and toilet",3 stories,E        What does this mean?,Roof insulation and mostly double glazed,CH boiler,CH boiler,"Gas-fired combination boiler from 2008, in ownership",163 m²,Full ownership,In residential district,Front garden and side garden,70 m² (7 meter deep and 10 meter broad),Located at the southeast,Attached brick storage,Public parking,no
