header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Quality marks,Areas,Living area,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Facilities,Energy label,Insulation,Heating,Location,Balcony/roof garden,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Mathenesserweg 72 a02,3026 HE Rotterdam        ,https://www.funda.nl/en/koop/rotterdam/appartement-88904230-mathenesserweg-72-a02/?navigateSource=resultlist,20220125_220753,"€ 289,000 kosten koper","€ 2,833    The asking price per m² (€ 289,000) is calculated by dividing the asking price of the home by the living area (102 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",7 weeks,Available,Available in consultation,€ 50.00 per month,Upstairs apartment (apartment),Resale property,1926,Energie Prestatie Advies,Living area102 m²Exterior space attached to the building12 m²,102 m²,12 m²,339 m³,4 rooms (3 bedrooms),1 bathroom and 1 separate toilet,Shower,2 stories,2nd floor,Passive ventilation system,G        What does this mean?,Double glazing,Gas heater,In residential district,Balcony present,"Paid parking, public parking and resident's parking permits",Yes,No,Yes (€ 50.00 per month),Yes,No,Yes,no
