header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Quality marks,Areas,Living area,Other space inside the building,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Provisional energy label,Insulation,Heating,Hot water,Location,Garden,Type of garage,Capacity,error
De Kersen plus (Bouwnr. 43),1701 HD Heerhugowaard        ,https://www.funda.nl/en/koop/heerhugowaard/huis-42598084-de-kersen-plus-bouwnr-43/?navigateSource=resultlist,20220127_222342,"€ 655,000 vrij op naam","€ 3,411    Keep in mind, this house has a large plot sizeThe asking price per m² (€ 655,000) is calculated by dividing the asking price of the home by the living area (192 m²). Plot size and outbuildings aren't taken into account into this calculation.Because of the large plot size, the asking price per m² is less suited for comparisons between houses in this situation and we advise you to consult a real estate agent for further interpretation.  ",2 months,Sold under reservation,Available in consultation,"Villa, detached residential property",New property,2022,Woningborg garantiecertificaat,Living area192 m²Other space inside the building17 m²,192 m²,17 m²,462 m²,665 m³,5 rooms (3 bedrooms),1 bathroom and 1 separate toilet,Shower and toilet,2 stories and a attic,A        What does this mean?,Completely insulated,District heating,District heating,In residential district,Surrounded by garden,Built-in and parking place,1 car,no
