header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Service charges,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Facilities,Energy label,Insulation,Heating,Hot water,Ownership situation,Location,Shed / storage,Facilities.1,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Forellendaal 906,2553 KR Den Haag        ,https://www.funda.nl/en/koop/den-haag/appartement-88918912-forellendaal-906/?navigateSource=resultlist,20220131_223818,"€ 259,500 kosten koper","€ 4,553    The asking price per m² (€ 259,500) is calculated by dividing the asking price of the home by the living area (57 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",€ 65 per month,3 months,Available,Available in consultation,€ 134.70 per month,Penthouse (apartment),Resale property,1978,Flat roof,Living area57 m²External storage space5 m²,57 m²,5 m²,193 m³,2 rooms (1 bedroom),1 bathroom and 1 separate toilet,Bath and shower,1 story,11th floor,Elevator and TV via cable,D        What does this mean?,Double glazing,CH boiler,Gas-fired boiler,Full ownership,"Alongside park, in residential district and unobstructed surrounding view",Built-in,Electricity,Parking on private property and public parking,Yes,Yes,Yes (€ 134.70 per month),Yes,Yes,Yes,no
