header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Areas,Living area,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Located at,Provisional energy label,Ownership situation,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Plein 1940 2 b,4765 CK Zevenbergschen Hoek (Gem. Moerdijk)        ,https://www.funda.nl/en/koop/zevenbergschen-hoek-gem-moerdijk/appartement-88010348-plein-1940-2-b/?navigateSource=resultlist,20220128_015006,"€ 225,000 kosten koper","€ 2,184    The asking price per m² (€ 225,000) is calculated by dividing the asking price of the home by the living area (103 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6 weeks,Under offer,Available in consultation,Ground-floor apartment (apartment),Resale property,1950,Living area103 m²,103 m²,385 m³,3 rooms (2 bedrooms),1 separate toilet,1 story,Ground floor,E        What does this mean?,Full ownership,Yes,No,No,No,No,Yes,no
