header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Original asking price,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Areas,Living area,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Located at,Energy label,Insulation,Heating,Hot water,CH boiler,Ownership situation,Garden,Back garden,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
van Sevenbergestraat 73,2274 PK Voorburg        ,https://www.funda.nl/en/koop/voorburg/appartement-88047898-van-sevenbergestraat-73/?navigateSource=resultlist,20220130_152740,"€ 349,000 kosten koper","€ 4,915    The asking price per m² (€ 349,000) is calculated by dividing the asking price of the home by the living area (71 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","€ 375,000 kosten koper","January 26, 2022",Available,Available in consultation,€ 70.00 per month,Ground-floor + upstairs apartment (apartment),Resale property,1928,Living area71 m²External storage space7 m²,71 m²,7 m²,277 m³,3 rooms (2 bedrooms),1 separate toilet,1 story,Ground floor,E        What does this mean?,Double glazing,CH boiler,CH boiler,"Gas-fired, in ownership",Full ownership,Back garden and front garden,"47 m² (6 meter deep and 7,84 meter broad)",Public parking and resident's parking permits,Yes,Yes,Yes (€ 70.00 per month),No,No,Yes,no
