header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Quality marks,Areas,Living area,Exterior space attached to the building,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,Area,Ownership situation,Location,Garden,Back garden,Garden location,Shed / storage,Type of parking facilities,error
Professor Van der Waalsstraat 32,2014 EG Haarlem        ,https://www.funda.nl/en/koop/haarlem/huis-42548371-professor-van-der-waalsstraat-32/?navigateSource=resultlist,20220129_190500,"€ 495,000 kosten koper","€ 4,459    The asking price per m² (€ 495,000) is calculated by dividing the asking price of the home by the living area (111 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",7 weeks,Sold under reservation,Available in consultation,"Single-family home, corner house",Resale property,1934,Gable roof covered with roof tiles,Bouwkundige keuring,Living area111 m²Exterior space attached to the building5 m²External storage space5 m²,111 m²,5 m²,5 m²,161 m²,335 m³,5 rooms (4 bedrooms),1 bathroom and 1 separate toilet,Shower,3 stories,Passive ventilation system,G        What does this mean?,Partly double glazed,Gas heaters,Electrical boiler,161 m²,Full ownership,Alongside a quiet road and in residential district,Back garden and front garden,"52 m² (10,3 meter deep and 5,5 meter broad)",Located at the west accessible via the rear,Detached wooden storage,Public parking,no
