header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Energy label,Heating,Hot water,CH boiler,Area,Ownership situation,Fees,Location,Garden,Back garden,Garden location,Shed / storage,error
Aristoteleslaan 101,2493 ZN Den Haag        ,https://www.funda.nl/en/koop/den-haag/huis-42543607-aristoteleslaan-101/?navigateSource=resultlist,20220131_212831,"€ 495,000 kosten koper","€ 3,960    The asking price per m² (€ 495,000) is calculated by dividing the asking price of the home by the living area (125 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",7 weeks,Sold under reservation,Available in consultation,"Single-family home, row house",Resale property,2007,Shed roof covered with roof tiles,Living area125 m²External storage space7 m²,125 m²,7 m²,123 m²,447 m³,5 rooms (4 bedrooms),1 bathroom and 1 separate toilet,"Bath, shower and toilet",3 stories,A        What does this mean?,CH boiler,CH boiler,"Remeha Avanta (gas-fired combination boiler from 2007, in ownership)",123 m²,Municipal ownership encumbered with long-term leaset,Bought off for eternity,Alongside a quiet road and in residential district,Back garden and front garden,"44 m² (8,2 meter deep and 5,4 meter broad)",Located at the southeast accessible via the rear,Detached wooden storage,no
