header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Provisional energy label,Insulation,Heating,Hot water,Area,Ownership situation,Location,Garden,Back garden,Garden location,Balcony/roof garden,Shed / storage,Facilities.1,Type of garage,Type of parking facilities,error
Sperwersingel 69,2496 NG Den Haag        ,https://www.funda.nl/en/koop/den-haag/huis-42670681-sperwersingel-69/?navigateSource=resultlist,20220129_191606,"€ 575,000 kosten koper","€ 3,423    The asking price per m² (€ 575,000) is calculated by dividing the asking price of the home by the living area (168 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 weeks,Under offer,Available in consultation,"Desirable residence/villa, row house",Resale property,2003,Shed roof,Living area168 m²External storage space11 m²,168 m²,11 m²,178 m²,580 m³,5 rooms (4 bedrooms),2 bathrooms and 2 separate toilets,2 showers and toilet,3 stories,"Optical fibre, mechanical ventilation, sliding door, TV via cable and solar panels",A        What does this mean?,Completely insulated,District heating,District heating,178 m²,Full ownership,In residential district,Back garden and front garden,"105 m² (17,5 meter deep and 6 meter broad)",Located at the southwest accessible via the rear,French balcony present,Detached brick storage,Electricity,Carport,Parking on private property and public parking,no
