header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Areas,Living area,Exterior space attached to the building,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Energy label,Heating,Hot water,Location,Balcony/roof garden,Shed / storage,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Rhodosdreef 168,3562 TL Utrecht        ,https://www.funda.nl/en/koop/utrecht/appartement-42696802-rhodosdreef-168/?navigateSource=resultlist,20220131_151412,"€ 265,000 kosten koper","€ 3,272    The asking price per m² (€ 265,000) is calculated by dividing the asking price of the home by the living area (81 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 28, 2022",Available,Available in consultation,€ 188.33 per month,Galleried apartment (apartment),Resale property,1966,Living area81 m²Exterior space attached to the building9 m²External storage space6 m²,81 m²,9 m²,6 m²,280 m³,4 rooms (3 bedrooms),1 bathroom and 1 separate toilet,Shower,1 story,7th floor,C        What does this mean?,District heating,Gas water heater (rental),"Alongside water, in residential district and unobstructed surrounding view",Balcony present,Storage box,Public parking,Yes,Yes,Yes (€ 188.33 per month),Yes,Yes,Yes,no
