header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Areas,Living area,Other space inside the building,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Located at,Facilities,Energy label,Heating,Hot water,CH boiler,Ownership situation,Location,Balcony/roof garden,Shed / storage,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Amer 96,3232 HA Brielle        ,https://www.funda.nl/en/koop/brielle/appartement-42546913-amer-96/?navigateSource=resultlist,20220130_151911,"€ 249,500 kosten koper","€ 3,564    The asking price per m² (€ 249,500) is calculated by dividing the asking price of the home by the living area (70 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",8 weeks,Sold under reservation,Available in consultation,€ 199.00 per month,Apartment with shared street entrance (apartment),Resale property,1994,Living area70 m²Other space inside the building6 m²Exterior space attached to the building4 m²,70 m²,6 m²,4 m²,210 m³,3 rooms (2 bedrooms),1 bathroom and 1 separate toilet,1 story,2nd floor,Elevator and TV via cable,B        What does this mean?,CH boiler,CH boiler,"Gas-fired combination boiler, in ownership",Full ownership,Alongside water and in residential district,Balcony present,Built-in,Public parking,Yes,Yes,Yes (€ 199.00 per month),Yes,Yes,Yes,no
