header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,Exterior space attached to the building,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Located at,Facilities,Energy label,Heating,Hot water,Ownership situation,Balcony/roof garden,Shed / storage,Facilities.1,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Louis Davidsstraat 361,2551 EK Den Haag        ,https://www.funda.nl/en/koop/den-haag/appartement-42599649-louis-davidsstraat-361/?navigateSource=resultlist,20220131_192658,"€ 275,000 kosten koper","€ 3,313    The asking price per m² (€ 275,000) is calculated by dividing the asking price of the home by the living area (83 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",3 months,Sold under reservation,Available in consultation,€ 181.73 per month,Apartment with shared street entrance (apartment),Resale property,1967,Combination roof,Living area83 m²Exterior space attached to the building8 m²External storage space3 m²,83 m²,8 m²,3 m²,265 m³,3 rooms (2 bedrooms),1 bathroom and 1 separate toilet,7 stories,6th floor,Mechanical ventilation,D        What does this mean?,Communal central heating,Electrical boiler (rental),Full ownership,Balcony present,Built-in,Heating,Parking on private property and public parking,Yes,Yes,Yes (€ 181.73 per month),Yes,Yes,Yes,no
