header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Located at,Facilities,Energy label,Heating,Hot water,CH boiler,Ownership situation,Fees,Location,Garden,Back garden,Garden location,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Von Guerickestraat 64,1097 RB Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-88024845-von-guerickestraat-64/?navigateSource=resultlist,20220129_192859,"€ 500,000 kosten koper","€ 6,579    The asking price per m² (€ 500,000) is calculated by dividing the asking price of the home by the living area (76 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",3 weeks,Sold under reservation,Available in consultation,Ground-floor apartment,Resale property,1939,Flat roof covered with asphalt roofing,Living area76 m²,76 m²,298 m³,4 rooms (3 bedrooms),1 bathroom and 1 separate toilet,1 story,Ground floor,Mechanical ventilation,E        What does this mean?,CH boiler,CH boiler,"Gas-fired combination boiler, in ownership",Municipal ownership encumbered with long-term leaset (end date of long-term lease:  16-11-2063),"€ 1.023,3 per year",In residential district,Back garden and front garden,25 m² (5 meter deep and 5 meter broad),Located at the south accessible via the rear,Paid parking,Yes,Yes,Yes,Yes,Yes,Yes,no
