header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Shed / storage,Insulation.1,Type of parking facilities,error
Louisestraat 2,4691 EZ Tholen        ,https://www.funda.nl/en/koop/tholen/huis-88021302-louisestraat-2/?navigateSource=resultlist,20220129_170602,"€ 150,000 kosten koper","€ 2,027    The asking price per m² (€ 150,000) is calculated by dividing the asking price of the home by the living area (74 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",4 weeks,Sold under reservation,Available in consultation,"Single-family home, corner house",Resale property,1910,Gable roof covered with roof tiles,Living area74 m²External storage space3 m²,74 m²,3 m²,73 m²,289 m³,4 rooms (3 bedrooms),1 bathroom and 1 separate toilet,Shower,2 stories and a attic,Passive ventilation system and TV via cable,F        What does this mean?,Roof insulation and mostly double glazed,CH boiler,CH boiler,"Remeha (gas-fired combination boiler, in ownership)",73 m²,Full ownership,Alongside a quiet road and in residential district,Back garden,Detached wooden storage,No insulation,Public parking,no
