header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Service charges,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of stories,Located at,Provisional energy label,Insulation,Heating,Hot water,CH boiler,Ownership situation,Fees,Location,Garden,Back garden,Garden location,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Bankastraat 66 D,1094 EH Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-42679043-bankastraat-66-d/?navigateSource=resultlist,20220131_001028,"€ 395,000 kosten koper","€ 7,745    The asking price per m² (€ 395,000) is calculated by dividing the asking price of the home by the living area (51 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",€ 129 per month,2 weeks,Under offer,Available in consultation,Ground-floor apartment (apartment),Resale property,1915,Flat roof,Living area51 m²Exterior space attached to the building15 m²,51 m²,15 m²,150 m³,3 rooms (2 bedrooms),1 story,Ground floor,G        What does this mean?,Double glazing,CH boiler,CH boiler,"2008, in ownership",Municipal long-term lease,Paid until 30-06-2054,In residential district,Back garden,15 m² (3 meter deep and 5 meter broad),Located at the south,Public parking,Yes,Yes,Yes,Yes,Yes,Yes,no
