header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Original asking price,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Areas,Living area,Exterior space attached to the building,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Facilities,Provisional energy label,Heating,Hot water,Area,Location,Garden,Type of parking facilities,error
Neptunusstraat 13,6161 XM Geleen        ,https://www.funda.nl/en/koop/geleen/huis-88010851-neptunusstraat-13/?navigateSource=resultlist,20220129_024659,"€ 232,000 kosten koper","€ 2,762    Keep in mind, this house has a large plot sizeThe asking price per m² (€ 232,000) is calculated by dividing the asking price of the home by the living area (84 m²). Plot size and outbuildings aren't taken into account into this calculation.Because of the large plot size, the asking price per m² is less suited for comparisons between houses in this situation and we advise you to consult a real estate agent for further interpretation.  ","€ 239,000 kosten koper",6 weeks,Available,Available in consultation,"Single-family home, semi-detached residential property",Resale property,1948,Living area84 m²Exterior space attached to the building40 m²External storage space20 m²,84 m²,40 m²,20 m²,475 m²,400 m³,4 rooms (4 bedrooms),1 separate toilet,"2 stories, a/an loft and a basement",Rolldown shutters,F        What does this mean?,CH boiler,CH boiler,475 m²,In residential district,Back garden and front garden,Parking on private property and public parking,no
