header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Insulation,Heating,Area,Ownership situation,Fees,Location,Garden,Back garden,Garden location,Shed / storage,Facilities.1,Type of parking facilities,error
Maarsbergenstraat 32,2546 SR Den Haag        ,https://www.funda.nl/en/koop/den-haag/huis-42683570-maarsbergenstraat-32/?navigateSource=resultlist,20220128_025414,"€ 495,000 kosten koper","€ 3,587    The asking price per m² (€ 495,000) is calculated by dividing the asking price of the home by the living area (138 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",Today,Available,Available in consultation,"Single-family home, row house",Resale property,2017,Gable roof covered with roof tiles,Living area138 m²External storage space5 m²,138 m²,5 m²,109 m²,486 m³,6 rooms (5 bedrooms),1 bathroom and 2 separate toilets,Bath and shower,3 stories,Solar panels,A        What does this mean?,"Roof insulation, double glazing, insulated walls, floor insulation and completely insulated",Heat recovery unit and heat pump,109 m²,Municipal long-term lease,Bought off for eternity,Alongside a quiet road and in residential district,Back garden,3.630 m² (66 meter deep and 55 meter broad),Located at the south accessible via the rear,Detached wooden storage,Electricity,"Paid parking, public parking and resident's parking permits",no
