header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Quality marks,Areas,Living area,Exterior space attached to the building,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,Location,Garden,Shed / storage,Facilities.1,Type of parking facilities,error
Kadewoningen (Bouwnr. 14),6002 AB Weert        ,https://www.funda.nl/en/koop/weert/huis-42487270-kadewoningen-bouwnr-14/?navigateSource=resultlist,20220129_102320,"€ 415,000 vrij op naam","€ 2,785    The asking price per m² (€ 415,000) is calculated by dividing the asking price of the home by the living area (149 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6+ months,Sold under reservation,Available in consultation,"Single-family home, corner house",New property,2022,Gable roof covered with slate,Woningborg garantiecertificaat,Living area149 m²Exterior space attached to the building1 m²External storage space6 m²,149 m²,1 m²,6 m²,570 m³,6 rooms (3 bedrooms),1 bathroom and 1 separate toilet,"Bath, shower and toilet",2 stories and a attic,Balanced ventilation system,A++++        What does this mean?,"Roof insulation, energy efficient window, insulated walls, floor insulation and completely insulated","Partial floor heating, heat recovery unit and heat pump",Electrical boiler,Alongside a quiet road and on navigable waterway,Back garden and front garden,Detached wooden storage,Electricity,Resident's parking permits,no
