header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,Listed since,Status,Acceptance,Type of property,Plot size,Area,Ownership situation,Location,error
Elandsgang 16,5646 BC Eindhoven        ,https://www.funda.nl/en/koop/eindhoven/bouwgrond-42545427-elandsgang-16/?navigateSource=resultlist,20220201_004718,"€ 407,500 vrij op naam",8 weeks,Under offer,Available in consultation,Building plot,648 m²,648 m²,Full ownership,"On the edge of a forest, alongside a quiet road, In wooded surroundings and in residential district",no
