header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Garden,Back garden,Shed / storage,Facilities.1,Type of parking facilities,error
Van IJsendijkstraat 185,1442 CK Purmerend        ,https://www.funda.nl/en/koop/purmerend/huis-42678262-van-ijsendijkstraat-185/?navigateSource=resultlist,20220128_042222,"€ 325,000 kosten koper","€ 3,095    The asking price per m² (€ 325,000) is calculated by dividing the asking price of the home by the living area (105 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 weeks,Sold under reservation,Available in consultation,"Single-family home, row house",Resale property,1962,Gable roof covered with roof tiles,Living area105 m²External storage space8 m²,105 m²,8 m²,170 m²,359 m³,5 rooms (4 bedrooms),1 bathroom and 2 separate toilets,Shower,3 stories,Rolldown shutters and TV via cable,D        What does this mean?,Roof insulation and double glazing,CH boiler,CH boiler,"Nefit (gas-fired combination boiler from 2018, in ownership)",170 m²,Full ownership,Back garden and front garden,"91 m² (16 meter deep and 5,7 meter broad)",Detached brick storage,Electricity,Public parking,no
