header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Located at,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Ownership situation,Location,Balcony/roof garden,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Merwedestraat 6 bis,3522 XM Utrecht        ,https://www.funda.nl/en/koop/utrecht/appartement-42681138-merwedestraat-6-bis/?navigateSource=resultlist,20220131_160436,"€ 389,000 kosten koper","€ 4,924    The asking price per m² (€ 389,000) is calculated by dividing the asking price of the home by the living area (79 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 26, 2022",Available,Available in consultation,Upstairs apartment (apartment),Resale property,1935,Combination roof covered with asphalt roofing and roof tiles,Living area79 m²Exterior space attached to the building29 m²,79 m²,29 m²,271 m³,3 rooms (2 bedrooms),1 bathroom and 1 separate toilet,2 stories,1st floor,Passive ventilation system,F        What does this mean?,Partly double glazed,CH boiler,CH boiler,"Remeha (gas-fired combination boiler from 2017, in ownership)",Full ownership,Alongside a quiet road and in residential district,Roof terrace present and balcony present,Public parking,Yes,Yes,Yes,No,No,Yes,no
