header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Areas,Living area,Exterior space attached to the building,Plot size,Volume in cubic meters,Number of rooms,Number of stories,Energy label,Heating,Hot water,Area,Ownership situation,Fees,Garden,Back garden,Garden location,Shed / storage,Type of parking facilities,error
Emmastraat 40,1075 HW Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/huis-42545628-emmastraat-40/?navigateSource=resultlist,20220130_205211,"€ 4,250,000 kosten koper","€ 9,444    The asking price per m² (€ 4,250,000) is calculated by dividing the asking price of the home by the living area (450 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",8 weeks,Available,Available in consultation,"Desirable residence/villa, row house",Resale property,1918,Living area450 m²Exterior space attached to the building13 m²,450 m²,13 m²,272 m²,"1,350 m³",12 rooms (5 bedrooms),3 stories,Not available,CH boiler,Electrical boiler and gas water heater,272 m²,Municipal long-term lease (end date of long-term lease:  31-08-2042),"€ 6.387,41 per year",Back garden and front garden,"65 m² (6,5 meter deep and 10 meter broad)",Located at the west accessible via the rear,Built-in,Paid parking and public parking,no
