header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Service charges,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Areas,Living area,Other space inside the building,Exterior space attached to the building,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,Ownership situation,Location,Garden,Back garden,Garden location,Balcony/roof garden,Shed / storage,Type of parking facilities,error
Boelijn 24,1319 CP Almere        ,https://www.funda.nl/en/koop/almere/huis-42681125-boelijn-24/?navigateSource=resultlist,20220130_114011,"€ 450,000 kosten koper","€ 3,309    The asking price per m² (€ 450,000) is calculated by dividing the asking price of the home by the living area (136 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",€ 102 per month,"January 24, 2022",Available,Available in consultation,"Single-family home, row house",Resale property,2008,Living area136 m²Other space inside the building5 m²Exterior space attached to the building30 m²External storage space4 m²,136 m²,5 m²,30 m²,4 m²,497 m³,5 rooms (4 bedrooms),1 bathroom and 2 separate toilets,Bath and shower,3 stories,Mechanical ventilation and TV via cable,A        What does this mean?,Completely insulated,District heating,District heating,Full ownership,"Alongside water, in residential district and unobstructed surrounding view",Back garden,"52 m² (9,2 meter deep and 5,7 meter broad)",Located at the northeast accessible via the rear,Roof terrace present,Detached wooden storage,Parking on private property and public parking,no
