header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Construction period,Type of roof,Areas,Living area,Other space inside the building,Plot size,Volume in cubic meters,Number of rooms,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Type of parking facilities,error
Sint Martinusstraat 6,6191 TL Beek (LI)        ,https://www.funda.nl/en/koop/beek-li/huis-42675221-sint-martinusstraat-6/?navigateSource=resultlist,20220128_074812,"€ 155,000 kosten koper","€ 1,685    The asking price per m² (€ 155,000) is calculated by dividing the asking price of the home by the living area (92 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 weeks,Under offer,Available in consultation,"Single-family home, row house",Resale property,1906-1930,Gable roof covered with roof tiles,Living area92 m²Other space inside the building12 m²,92 m²,12 m²,45 m²,385 m³,5 rooms (3 bedrooms),3 stories and a basement,Mechanical ventilation and rolldown shutters,C        What does this mean?,Double glazing,CH boiler,CH boiler,"Nefit (gas-fired combination boiler from 2015, in ownership)",45 m²,Full ownership,In center,Public parking,no
