header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,Exterior space attached to the building,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Facilities,Energy label,Insulation,Heating,Hot water,Ownership situation,Location,Shed / storage,Type of garage,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Librijesteeg 313,3011 HN Rotterdam        ,https://www.funda.nl/en/koop/rotterdam/appartement-41937758-librijesteeg-313/?navigateSource=resultlist,20220125_234221,"€ 699,000 kosten koper","€ 5,140    The asking price per m² (€ 699,000) is calculated by dividing the asking price of the home by the living area (136 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6+ months,Available,Available in consultation,€ 335.83 per month,Maisonnette (apartment),Resale property,2003,Combination roof,Living area136 m²Exterior space attached to the building15 m²External storage space7 m²,136 m²,15 m²,7 m²,480 m³,3 rooms (2 bedrooms),1 bathroom and 1 separate toilet,"Hipbath, shower and toilet",2 stories,12th floor,Elevator and TV via cable,A        What does this mean?,Completely insulated,District heating,District heating,Full ownership,In center and unobstructed surrounding view,Built-in,Underground parking,Yes,Yes,Yes (€ 335.83 per month),Yes,Yes,Yes,no
