header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Specific,Areas,Living area,Exterior space attached to the building,External storage space,Volume in cubic meters,Number of rooms,Number of stories,Located at,Provisional energy label,Insulation,Heating,Hot water,Garden,Sun terrace,Type of garage,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Waterloostraat 214,5935 CK Steyl        ,https://www.funda.nl/en/koop/steyl/appartement-88899236-waterloostraat-214/?navigateSource=resultlist,20220127_214042,"€ 795,000 kosten koper","€ 3,427    The asking price per m² (€ 795,000) is calculated by dividing the asking price of the home by the living area (232 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",4 months,Available,Available in consultation,€ 498.39 per month,Penthouse (apartment),Resale property,2008,Protected townscape or village view (permit needed for alterations) and monumental building,Living area232 m²Exterior space attached to the building32 m²External storage space35 m²,232 m²,32 m²,35 m²,769 m³,4 rooms (3 bedrooms),2 stories,5th floor,A        What does this mean?,"Roof insulation, double glazing and floor insulation",CH boiler,CH boiler,Sun terrace,"32 m² (10,66 meter deep and 3,25 meter broad)",Parking place,Yes,Yes,Yes (€ 498.39 per month),Yes,Yes,Yes,no
