header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Other space inside the building,Exterior space attached to the building,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,Area,Ownership situation,Location,Garden,Back garden,Garden location,Balcony/roof garden,Shed / storage,Facilities.1,Type of parking facilities,error
Grasmat 2,5658 HK Eindhoven        ,https://www.funda.nl/en/koop/eindhoven/huis-42533167-grasmat-2/?navigateSource=resultlist,20220201_011427,"€ 439,000 kosten koper","€ 3,028    The asking price per m² (€ 439,000) is calculated by dividing the asking price of the home by the living area (145 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 months,Sold under reservation,Available in consultation,"Single-family home, row house",Resale property,2005,Flat roof,Living area145 m²Other space inside the building6 m²Exterior space attached to the building21 m²,145 m²,6 m²,21 m²,120 m²,523 m³,5 rooms (4 bedrooms),1 bathroom and 3 separate toilets,Bath and shower,3 stories,Mechanical ventilation and passive ventilation system,A        What does this mean?,Completely insulated,District heating,District heating,120 m²,Full ownership,In residential district and unobstructed surrounding view,Back garden,"36 m² (4,5 meter deep and 8 meter broad)",Located at the east accessible via the rear,Roof terrace present and french balcony present,Built-in,Electricity,Public parking,no
