header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Areas,Living area,Exterior space attached to the building,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Balcony/roof garden,Type of garage,error
Lavendellaan 40,5643 LT Eindhoven        ,https://www.funda.nl/en/koop/eindhoven/huis-42672445-lavendellaan-40/?navigateSource=resultlist,20220201_010802,"€ 539,000 kosten koper","€ 3,189    The asking price per m² (€ 539,000) is calculated by dividing the asking price of the home by the living area (169 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 weeks,Available,Available in consultation,"Single-family home, corner house",Resale property,2006,Living area169 m²Exterior space attached to the building65 m²External storage space12 m²,169 m²,65 m²,12 m²,665 m³,5 rooms (3 bedrooms),1 bathroom and 2 separate toilets,Shower,3 stories,A        What does this mean?,"Roof insulation, double glazing, insulated walls, floor insulation and completely insulated",CH boiler,CH boiler,"Intergas (gas-fired from 2018, in ownership)",1 m²,Full ownership,In residential district,Roof terrace present,Parking place,no
