header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Quality marks,Areas,Living area,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Provisional energy label,Insulation,Heating,Hot water,Location,Garden,Type of garage,Type of parking facilities,error
Bouwnummer (Bouwnr. 66),3541 BE Utrecht        ,https://www.funda.nl/en/koop/utrecht/huis-41460239-bouwnummer-bouwnr-66/?navigateSource=resultlist,20220129_193603,"€ 1,220,000 vrij op naam","€ 5,148    The asking price per m² (€ 1,220,000) is calculated by dividing the asking price of the home by the living area (237 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6+ months,Available,Available in consultation,"Villa, detached residential property",New property,2021,Flat roof,Woningborg garantiecertificaat,Living area237 m²,237 m²,927 m³,7 rooms (3 bedrooms),2 bathrooms and 1 separate toilet,2 showers and 2 toilets,3 stories and a basement,A        What does this mean?,Completely insulated,Complete floor heating,Geothermal heating,"Alongside a quiet road, in center and in residential district",Surrounded by garden,Underground parking and parking place,Parking garage,no
