header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Provisional energy label,Insulation,Hot water,Ownership situation,Location,Garden,Back garden,Garden location,Balcony/roof garden,Type of parking facilities,error
Trimurtistraat (Bouwnr. 5),1087 Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-41997943-trimurtistraat-bouwnr-5/?navigateSource=resultlist,20220130_220016,"€ 775,000 vrij op naam","€ 4,379    The asking price per m² (€ 775,000) is calculated by dividing the asking price of the home by the living area (177 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6+ months,Sold under reservation,Available in consultation,Ground-floor apartment (apartment),New property,2021,Flat roof,Living area177 m²Exterior space attached to the building10 m²,177 m²,10 m²,506 m³,4 rooms (2 bedrooms),1 bathroom and 2 separate toilets,Shower,5 stories,Ground floor,A        What does this mean?,Completely insulated,District heating,Municipal long-term lease,"Alongside a quiet road, in residential district, freestanding location and unobstructed surrounding view",Back garden,"10 m² (2,5 meter deep and 4 meter broad)",Located at the southwest accessible via the rear,Balcony present,Parking garage,no
