header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Areas,Living area,Volume in cubic meters,Number of rooms,Number of stories,Located at,Energy label,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Groningerstraat 53,3812 EG Amersfoort        ,https://www.funda.nl/en/koop/amersfoort/appartement-42683151-groningerstraat-53/?navigateSource=resultlist,20220129_091005,"€ 345,000 kosten koper","€ 4,207    The asking price per m² (€ 345,000) is calculated by dividing the asking price of the home by the living area (82 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 26, 2022",Available,Available in consultation,€ 191.00 per month,Ground-floor apartment,Resale property,2004,Living area82 m²,82 m²,284 m³,3 rooms (2 bedrooms),1 story,Ground floor,A        What does this mean?,Yes,Yes,Yes (€ 191.00 per month),Yes,Yes,Yes,no
