header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Quality marks,Areas,Living area,Volume in cubic meters,Number of rooms,Number of stories,Provisional energy label,Insulation,Heating,Location,Type of parking facilities,error
Parklane appartementen - Orange (Bouwnr. 15),3045 Rotterdam        ,https://www.funda.nl/en/koop/rotterdam/appartement-42651649-parklane-appartementen-orange-bouwnr-15/?navigateSource=resultlist,20220126_164801,"€ 1,094,500 vrij op naam","€ 5,163    The asking price per m² (€ 1,094,500) is calculated by dividing the asking price of the home by the living area (212 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",5 weeks,Under option,Available in consultation,Apartment with shared street entrance (apartment),New property,2023,Woningborg garantiecertificaat,Living area212 m²,212 m²,379 m³,4 rooms (3 bedrooms),1 story,A        What does this mean?,Triple glazed and completely insulated,Complete floor heating and heat pump,In residential district,Parking on private property,no
