header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of stories,Provisional energy label,Area,Ownership situation,Garden,Shed / storage,error
Heufke 15,6651 JP Druten        ,https://www.funda.nl/en/koop/druten/huis-88027871-heufke-15/?navigateSource=resultlist,20220129_072845,"€ 295,000 kosten koper","€ 2,500    The asking price per m² (€ 295,000) is calculated by dividing the asking price of the home by the living area (118 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",3 weeks,Available,Available in consultation,"Single-family home, row house",Resale property,1984,Living area118 m²External storage space5 m²,118 m²,5 m²,175 m²,370 m³,6 rooms (4 bedrooms),3 stories,C        What does this mean?,175 m²,Full ownership,Back garden and front garden,Detached brick storage,no
