header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Areas,Living area,Exterior space attached to the building,External storage space,Volume in cubic meters,Number of rooms,Number of stories,Energy label,Heating,Hot water,CH boiler,Ownership situation,Fees,Location,Shed / storage,Facilities,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Sandinostraat 51,1069 NK Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-88044405-sandinostraat-51/?navigateSource=resultlist,20220130_234055,"€ 300,000 kosten koper","€ 4,167    The asking price per m² (€ 300,000) is calculated by dividing the asking price of the home by the living area (72 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 21, 2022",Available,Available immediately,€ 182.28 per month,Upstairs apartment (apartment),Resale property,1988,Living area72 m²Exterior space attached to the building7 m²External storage space5 m²,72 m²,7 m²,5 m²,233 m³,3 rooms (2 bedrooms),1 story,B        What does this mean?,CH boiler,CH boiler,"Combination boiler, in ownership",Municipal long-term lease (end date of long-term lease:  28-02-2039),Paid until 28-02-2039,Alongside a quiet road and in residential district,Detached brick storage,Electricity,Public parking,Yes,Yes,Yes (€ 182.28 per month),Yes,Yes,Yes,no
