header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Accessibility,Type of roof,Areas,Living area,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Provisional energy label,Insulation,Heating,Hot water,Area,Ownership situation,Location,Shed / storage,Facilities.1,error
Hof van Braamt (Bouwnr. 8),7047 BD Braamt        ,https://www.funda.nl/en/koop/braamt/huis-42654898-hof-van-braamt-bouwnr-8/?navigateSource=resultlist,20220128_044129,"€ 259,000 vrij op naam","€ 2,056    The asking price per m² (€ 259,000) is calculated by dividing the asking price of the home by the living area (126 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",5 weeks,Sold under reservation,Available in consultation,"Single-family home, row house",New property,2022,Disabled access friendly and accessible for seniors,Hip roof covered with roof tiles,Living area126 m²,126 m²,134 m²,472 m³,3 rooms (2 bedrooms),1 bathroom and 1 separate toilet,Shower and toilet,2 stories,Skylight and solar panels,A        What does this mean?,"Roof insulation, double glazing, insulated walls, floor insulation and completely insulated",Complete floor heating and heat pump,CH boiler,134 m²,Full ownership,"Alongside a quiet road, sheltered location, In wooded surroundings, in center and in residential district",Detached wooden storage,Electricity,no
