header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Areas,Living area,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Location,Garden,Back garden,Shed / storage,Type of parking facilities,error
Steenhagen 7,3078 CT Rotterdam        ,https://www.funda.nl/en/koop/rotterdam/huis-42440971-steenhagen-7/?navigateSource=resultlist,20220125_234006,"€ 270,000 kosten koper","€ 2,872    The asking price per m² (€ 270,000) is calculated by dividing the asking price of the home by the living area (94 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",4 months,Available,Available in consultation,"Single-family home, row house",Resale property,1966,Living area94 m²,94 m²,179 m²,350 m³,5 rooms (4 bedrooms),1 separate toilet,2 stories and a loft,C        What does this mean?,Partly double glazed,CH boiler,CH boiler,"Intergas (gas-fired combination boiler from 2013, in ownership)",179 m²,Alongside park and in residential district,Back garden,50 m² (10 meter deep and 5 meter broad),Detached wooden storage,Public parking,no
