header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Quality marks,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Provisional energy label,Insulation,Heating,Hot water,Area,Ownership situation,Location,Garden,Shed / storage,Type of parking facilities,error
Tussenwoning type H (Bouwnr. 230),4691 MA Tholen        ,https://www.funda.nl/en/koop/tholen/huis-88974327-tussenwoning-type-h-bouwnr-230/?navigateSource=resultlist,20220129_043341,"€ 305,000 vrij op naam","€ 2,699    The asking price per m² (€ 305,000) is calculated by dividing the asking price of the home by the living area (113 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 months,Sold under reservation,Available in consultation,"Single-family home, row house",New property,2022,Gable roof covered with roof tiles,SWK garantiecertificaat,Living area113 m²External storage space7 m²,113 m²,7 m²,138 m²,419 m³,5 rooms (4 bedrooms),1 bathroom and 1 separate toilet,Shower and toilet,2 stories and a attic,Balanced ventilation system and TV via cable,A        What does this mean?,Completely insulated,Heat pump,Geothermal heating,138 m²,Full ownership,In residential district,Back garden and front garden,Detached wooden storage,Public parking,no
