header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Back garden,Garden location,Shed / storage,Facilities.1,Type of parking facilities,error
Antonides van der Goesstraat 33,2026 TH Haarlem        ,https://www.funda.nl/en/koop/haarlem/huis-42539719-antonides-van-der-goesstraat-33/?navigateSource=resultlist,20220127_221805,"€ 595,000 kosten koper","€ 5,777    The asking price per m² (€ 595,000) is calculated by dividing the asking price of the home by the living area (103 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 months,Sold under reservation,Available in consultation,"Single-family home, row house",Resale property,1938,Living area103 m²External storage space9 m²,103 m²,9 m²,129 m²,351 m³,6 rooms (5 bedrooms),1 bathroom and 1 separate toilet,"Bath, shower and toilet",3 stories,"Skylight, optical fibre and TV via cable",C        What does this mean?,Roof insulation and double glazing,CH boiler,CH boiler,"Remeha (gas-fired combination boiler from 2013, in ownership)",129 m²,Full ownership,Alongside a quiet road and in residential district,Back garden and front garden,"51 m² (10 meter deep and 5,1 meter broad)",Located at the west accessible via the rear,Detached brick storage,Electricity,Public parking,no
