header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,Exterior space attached to the building,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Energy label,Heating,Hot water,Ownership situation,Fees,Ownership situation.1,Balcony/roof garden,Shed / storage,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Montfoorthof 26,1106 JL Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-88015033-montfoorthof-26/?navigateSource=resultlist,20220130_234759,"€ 289,000 kosten koper","€ 4,129    The asking price per m² (€ 289,000) is calculated by dividing the asking price of the home by the living area (70 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6 weeks,Available,Available immediately,€ 109.61 per month,Upstairs apartment,Resale property,1977,Flat roof,Living area70 m²Exterior space attached to the building6 m²External storage space5 m²,70 m²,6 m²,5 m²,230 m³,3 rooms (2 bedrooms),1 bathroom and 1 separate toilet,Shower,1 story,A        What does this mean?,CH boiler,CH boiler,Municipal ownership encumbered with long-term leaset,Paid until 28-02-2059,Municipal ownership encumbered with long-term leaset,Balcony present,Storage box,Public parking,Yes,Yes,Yes (€ 109.61 per month),Yes,Yes,Yes,no
