header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Areas,Living area,Exterior space attached to the building,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,Balcony/roof garden,Shed / storage,Facilities.1,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Waterlinie 276,5658 NT Eindhoven        ,https://www.funda.nl/en/koop/eindhoven/appartement-42663361-waterlinie-276/?navigateSource=resultlist,20220129_194830,"€ 275,000 kosten koper","€ 4,583    The asking price per m² (€ 275,000) is calculated by dividing the asking price of the home by the living area (60 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",3 weeks,Sold under reservation,Available in consultation,€ 140.00 per month,Galleried apartment,Resale property,2011,Living area60 m²Exterior space attached to the building6 m²External storage space6 m²,60 m²,6 m²,6 m²,180 m³,2 rooms (1 bedroom),1 bathroom and 1 separate toilet,Shower,1 story,"Air conditioning, elevator and mechanical ventilation",A        What does this mean?,Completely insulated,District heating and complete floor heating,Central facility,Balcony present,Built-in,Electricity,Parking garage,Yes,Yes,Yes (€ 140.00 per month),Yes,Yes,Yes,no
