header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Areas,Living area,Exterior space attached to the building,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Provisional energy label,Insulation,Ownership situation,Ownership situation.1,Ownership situation.2,Balcony/roof garden,Shed / storage,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Anna van Buerenplein 280,2595 DE Den Haag        ,https://www.funda.nl/en/koop/den-haag/appartement-88039214-anna-van-buerenplein-280/?navigateSource=resultlist,20220131_215855,"€ 2,395,000 kosten koper","€ 9,038    The asking price per m² (€ 2,395,000) is calculated by dividing the asking price of the home by the living area (265 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",3 weeks,Available,Available in consultation,Penthouse (apartment),Resale property,2012,Living area265 m²Exterior space attached to the building27 m²External storage space8 m²,265 m²,27 m²,8 m²,847 m³,8 rooms (3 bedrooms),3 bathrooms and 2 separate toilets,"2 baths, 3 showers and 2 toilets",2 stories,A        What does this mean?,Double glazing and completely insulated,Full ownership,Full ownership,Full ownership,Balcony present,Built-in,Parking garage,No,No,No,No,No,No,no
