header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Other space inside the building,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Back garden,Garden location,Type of parking facilities,error
Berkenstraat 46,8924 BZ Leeuwarden        ,https://www.funda.nl/en/koop/leeuwarden/huis-42659080-berkenstraat-46/?navigateSource=resultlist,20220129_162020,"€ 139,500 kosten koper","€ 1,788    The asking price per m² (€ 139,500) is calculated by dividing the asking price of the home by the living area (78 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6 weeks,Sold under reservation,Available in consultation,"Single-family home, row house",Resale property,1953,Gable roof covered with roof tiles,Living area78 m²Other space inside the building7 m²,78 m²,7 m²,127 m²,315 m³,4 rooms (3 bedrooms),1 bathroom and 1 separate toilet,"Bath, shower and toilet",2 stories and a attic,Passive ventilation system and TV via cable,E        What does this mean?,Partly double glazed,CH boiler,CH boiler,"Intergas HR (gas-fired combination boiler from 2014, in ownership)",127 m²,Full ownership,Alongside a quiet road and in residential district,Back garden and front garden,"81 m² (13,5 meter deep and 6 meter broad)",Located at the east accessible via the rear,Public parking,no
