header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,Exterior space attached to the building,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Energy label,Insulation,Heating,Hot water,Ownership situation,Location,Balcony/roof garden,Shed / storage,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Lamarckhof 12 2,1098 TK Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-42671587-lamarckhof-12-2/?navigateSource=resultlist,20220130_195441,"€ 425,000 kosten koper","€ 6,343    The asking price per m² (€ 425,000) is calculated by dividing the asking price of the home by the living area (67 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 weeks,Available,Available in consultation,€ 126.35 per month,Apartment with shared street entrance (apartment),Resale property,1955,Flat roof,Living area67 m²Exterior space attached to the building7 m²External storage space7 m²,67 m²,7 m²,7 m²,217 m³,3 rooms (2 bedrooms),1 separate toilet,1 story,G        What does this mean?,Double glazing,Gas heater,Gas water heater,Full ownership,Alongside a quiet road and in residential district,Balcony present,Built-in,Yes,Yes,Yes (€ 126.35 per month),Yes,Yes,Yes,no
