header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Exterior space attached to the building,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Energy label,Heating,Hot water,CH boiler,Area,Ownership situation,Fees,Garden,Back garden,Garden location,Shed / storage,Type of parking facilities,error
Oldegaarde 506,3086 AA Rotterdam        ,https://www.funda.nl/en/koop/rotterdam/huis-88903029-oldegaarde-506/?navigateSource=resultlist,20220125_234014,"€ 409,000 kosten koper","€ 3,195    The asking price per m² (€ 409,000) is calculated by dividing the asking price of the home by the living area (128 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",7 weeks,Sold under reservation,Available in consultation,"Single-family home, corner house",Resale property,2008,Gable roof covered with roof tiles,Living area128 m²Exterior space attached to the building14 m²External storage space7 m²,128 m²,14 m²,7 m²,120 m²,376 m³,5 rooms (4 bedrooms),2 bathrooms,"Bath, shower and 2 toilets",3 stories,A        What does this mean?,CH boiler and heat recovery unit,CH boiler,Gas-fired combination boiler,120 m²,Long-term lease (end date of long-term lease:  05-06-2107),Paid until 05-06-2058,Back garden and front garden,"30 m² (6,25 meter deep and 4,15 meter broad)",Located at the south accessible via the rear,Attached brick storage,Parking on private property and public parking,no
