header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Specific,Type of roof,Quality marks,Areas,Living area,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Provisional energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Type of parking facilities,error
Schellegaard 20,6227 GB Maastricht        ,https://www.funda.nl/en/koop/maastricht/huis-88031502-schellegaard-20/?navigateSource=resultlist,20220128_050334,"€ 250,000 kosten koper","€ 2,294    The asking price per m² (€ 250,000) is calculated by dividing the asking price of the home by the living area (109 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 weeks,Available,Available in consultation,"Single-family home, row house",Resale property,1986,With carpets and curtains,Gable roof covered with roof tiles,Energie Prestatie Advies,Living area109 m²,109 m²,115 m²,393 m³,5 rooms (3 bedrooms),1 bathroom and 1 separate toilet,"Bath, shower and toilet",3 stories,"Skylight, passive ventilation system, rolldown shutters and TV via cable",C        What does this mean?,Partly double glazed,CH boiler,CH boiler,"Nefit HR (gas-fired combination boiler from 2010, to rent)",115 m²,Full ownership,Alongside a quiet road and in residential district,Back garden,Public parking,no
