header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Other space inside the building,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Energy label,Heating,Hot water,CH boiler,Area,Ownership situation,Garden,Back garden,Garden location,Shed / storage,Type of parking facilities,error
Sleewijkstraat 6,1107 TV Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/huis-88900756-sleewijkstraat-6/?navigateSource=resultlist,20220128_031543,"€ 395,000 kosten koper","€ 3,762    The asking price per m² (€ 395,000) is calculated by dividing the asking price of the home by the living area (105 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",7 weeks,Sold under reservation,Available in consultation,"Single-family home, row house",Resale property,1983,Gable roof covered with roof tiles,Living area105 m²Other space inside the building14 m²External storage space21 m²,105 m²,14 m²,21 m²,126 m²,412 m³,6 rooms (4 bedrooms),1 bathroom and 2 separate toilets,Shower and toilet,3 stories,C        What does this mean?,CH boiler,CH boiler,"Nefit bosch (gas-fired from 2017, to rent)",126 m²,Long-term lease,Back garden and front garden,"63 m² (1,3 meter deep and 4,8 meter broad)",Located at the southwest accessible via the rear,Detached wooden storage,Public parking,no
