header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Energy label,Insulation,Heating,CH boiler,Area,Ownership situation,Location,Garden,Back garden,Garden location,error
Platostraat 10,2493 ZP Den Haag        ,https://www.funda.nl/en/koop/den-haag/huis-42697257-platostraat-10/?navigateSource=resultlist,20220131_221808,"€ 495,000 kosten koper","€ 3,992    The asking price per m² (€ 495,000) is calculated by dividing the asking price of the home by the living area (124 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",Today,Sold under reservation,Available in consultation,"Single-family home, row house",Resale property,2007,Living area124 m²External storage space7 m²,124 m²,7 m²,123 m²,410 m³,5 rooms (3 bedrooms),1 bathroom and 1 separate toilet,"Bath, shower and toilet",2 stories and a attic,A        What does this mean?,Double glazing and completely insulated,CH boiler,Remeha ( combination boiler from 2007),123 m²,Full ownership,Alongside a quiet road and in residential district,Back garden and front garden,"54 m² (10 meter deep and 5,4 meter broad)",Located at the northwest accessible via the rear,no
