header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Provisional energy label,Insulation,Heating,Hot water,Location,Shed / storage,error
De Havenmeester - Patiowoningen (Bouwnr. 2),6982 AE Doesburg        ,https://www.funda.nl/en/koop/doesburg/huis-42541230-de-havenmeester-patiowoningen-bouwnr-2/?navigateSource=resultlist,20220127_220410,"€ 525,000 vrij op naam","€ 5,147    The asking price per m² (€ 525,000) is calculated by dividing the asking price of the home by the living area (102 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",7 weeks,Under option,Available in consultation,"Single-family home, row house (patio residence)",New property,2022,Flat roof,Living area102 m²External storage space6 m²,102 m²,6 m²,155 m²,390 m³,3 rooms (2 bedrooms),1 bathroom and 1 separate toilet,Bath and toilet,1 story,Mechanical ventilation and solar panels,A        What does this mean?,Completely insulated,"Complete floor heating, heat recovery unit and heat pump",Electrical boiler,Alongside water and in residential district,Detached wooden storage,no
