header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Other space inside the building,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Location,Garden,Patio/atrium,Shed / storage,Type of parking facilities,error
Kruidenlaan 159,5044 CD Tilburg        ,https://www.funda.nl/en/koop/tilburg/huis-42697562-kruidenlaan-159/?navigateSource=resultlist,20220129_165623,"€ 305,000 kosten koper","€ 3,466    The asking price per m² (€ 305,000) is calculated by dividing the asking price of the home by the living area (88 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",Today,Available,Available in consultation,"Single-family home, row house",Resale property,2011,Flat roof covered with plastic,Living area88 m²Other space inside the building6 m²External storage space6 m²,88 m²,6 m²,6 m²,127 m²,322 m³,3 rooms (2 bedrooms),1 separate toilet,1 story,TV via cable,A        What does this mean?,"Roof insulation, double glazing, insulated walls and floor insulation","CH boiler, complete floor heating and heat recovery unit",CH boiler and solar boiler,"Vaillant (gas-fired combination boiler from 2010, in ownership)",127 m²,In residential district,Patio/atrium,20 m² (5 meter deep and 4 meter broad),Built-in,Public parking,no
