header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Specific,Type of roof,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Provisional energy label,Insulation,Heating,Hot water,Area,Ownership situation,Location,Garden,Back garden,Garden location,Shed / storage,Facilities.1,error
Molenstraat 32,2712 XM Zoetermeer        ,https://www.funda.nl/en/koop/zoetermeer/huis-42660730-molenstraat-32/?navigateSource=resultlist,20220128_090326,"€ 275,000 kosten koper","€ 3,438    The asking price per m² (€ 275,000) is calculated by dividing the asking price of the home by the living area (80 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",4 weeks,Available,Available in consultation,"Single-family home, row house",Resale property,1933,Partly furnished with carpets and curtains,Hip roof covered with roof tiles,Living area80 m²External storage space11 m²,80 m²,11 m²,114 m²,275 m³,4 rooms (3 bedrooms),1 bathroom and 1 separate toilet,Shower,3 stories,Skylight,F        What does this mean?,Partly double glazed,Gas heater,Gas water heater (rental),114 m²,Full ownership,In residential district,Back garden,"68 m² (15 meter deep and 4,5 meter broad)",Located at the northeast accessible via the rear,Detached brick storage,Electricity,no
